cycle,setting_1,setting_2,setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,cycle_norm,RUL
1,0.0031,0.0002,100.0,518.67,641.58,1582.45,1399.97,14.62,21.61,554.15,2388.0,9071.21,1.3,47.25,522.49,2387.96,8143.1,8.3999,0.03,391,2388,100.0,38.94,23.4721,0.0037174721189591,268
2,0.0002,0.0003,100.0,518.67,642.46,1584.23,1399.81,14.62,21.6,554.56,2388.0,9069.33,1.3,47.06,522.54,2387.96,8146.95,8.398,0.03,391,2388,100.0,39.09,23.4507,0.0074349442379182,267
3,0.0002,-0.0005,100.0,518.67,641.77,1580.63,1394.7,14.62,21.61,554.68,2387.99,9069.82,1.3,47.22,522.35,2387.98,8148.39,8.3964,0.03,392,2388,100.0,38.96,23.3505,0.0111524163568773,266
4,0.0017,-0.0004,100.0,518.67,642.18,1579.72,1394.29,14.62,21.6,554.33,2388.02,9064.0,1.3,47.08,522.4,2387.95,8148.92,8.3626,0.03,392,2388,100.0,39.07,23.5422,0.0148698884758364,265
5,-0.0007,0.0001,100.0,518.67,642.16,1583.88,1396.22,14.62,21.6,554.53,2388.0,9070.14,1.3,47.13,522.43,2387.99,8151.88,8.4133,0.03,390,2388,100.0,38.95,23.3409,0.0185873605947955,264
6,0.0018,0.0002,100.0,518.67,642.41,1580.98,1394.77,14.62,21.61,554.86,2387.99,9067.84,1.3,47.32,522.5,2387.97,8146.88,8.3864,0.03,392,2388,100.0,39.12,23.3628,0.0223048327137546,263
7,0.0019,0.0001,100.0,518.67,641.73,1586.98,1396.17,14.62,21.61,554.05,2387.99,9067.14,1.3,47.25,522.35,2388.0,8149.18,8.3911,0.03,392,2388,100.0,38.98,23.4671,0.0260223048327137,262
8,-0.0016,-0.0002,100.0,518.67,642.13,1585.04,1394.16,14.62,21.61,555.19,2387.99,9069.25,1.3,47.13,522.67,2387.99,8147.33,8.3762,0.03,392,2388,100.0,38.93,23.3994,0.0297397769516728,261
9,0.0029,0.0002,100.0,518.67,642.06,1585.65,1400.95,14.62,21.61,555.2,2387.96,9060.26,1.3,47.25,522.72,2388.0,8155.74,8.3979,0.03,391,2388,100.0,38.84,23.4421,0.0334572490706319,260
10,0.0001,0.0003,100.0,518.67,642.06,1592.15,1389.91,14.62,21.61,553.98,2387.98,9059.73,1.3,47.32,522.81,2387.93,8148.04,8.3997,0.03,392,2388,100.0,38.91,23.5323,0.037174721189591,259
11,-0.0026,-0.0003,100.0,518.67,641.63,1589.21,1391.66,14.62,21.61,555.17,2387.98,9066.3,1.3,47.16,522.68,2387.98,8149.26,8.402,0.03,391,2388,100.0,39.12,23.3828,0.0408921933085501,258
12,-0.0009,-0.0001,100.0,518.67,642.28,1578.45,1399.06,14.62,21.6,554.74,2388.03,9070.1,1.3,47.02,522.33,2387.99,8153.09,8.3948,0.03,392,2388,100.0,39.12,23.4432,0.0446096654275092,257
13,-0.0051,-0.0005,100.0,518.67,642.28,1580.41,1392.38,14.62,21.61,554.67,2388.02,9065.04,1.3,46.94,523.02,2387.96,8147.09,8.4141,0.03,392,2388,100.0,39.05,23.4409,0.0483271375464684,256
14,-0.0,0.0004,100.0,518.67,642.35,1586.15,1387.5,14.62,21.61,554.97,2387.94,9059.93,1.3,47.15,522.72,2388.0,8144.55,8.4125,0.03,391,2388,100.0,39.16,23.4983,0.0520446096654275,255
15,0.0011,-0.0001,100.0,518.67,642.61,1584.79,1391.75,14.62,21.61,554.87,2387.96,9066.35,1.3,47.33,522.57,2387.98,8151.74,8.3755,0.03,391,2388,100.0,39.2,23.3364,0.0557620817843866,254
16,-0.0037,0.0004,100.0,518.67,642.42,1586.28,1389.45,14.62,21.61,554.28,2388.07,9063.15,1.3,47.27,522.58,2387.99,8148.51,8.4064,0.03,390,2388,100.0,38.97,23.3597,0.0594795539033457,253
17,-0.0008,-0.0001,100.0,518.67,642.61,1583.34,1394.0,14.62,21.61,554.6,2388.04,9057.58,1.3,47.24,522.47,2388.0,8150.79,8.3747,0.03,391,2388,100.0,39.0,23.3287,0.0631970260223048,252
18,-0.0027,0.0001,100.0,518.67,642.25,1585.91,1393.2,14.62,21.61,554.18,2388.02,9063.85,1.3,47.26,522.65,2387.99,8145.42,8.4345,0.03,391,2388,100.0,39.02,23.3536,0.0669144981412639,251
19,-0.0009,-0.0002,100.0,518.67,641.81,1581.34,1396.18,14.62,21.61,554.83,2388.0,9065.38,1.3,47.31,522.58,2387.99,8154.2,8.3942,0.03,392,2388,100.0,39.0,23.4791,0.070631970260223,250
20,0.0019,0.0002,100.0,518.67,642.28,1594.36,1395.44,14.62,21.61,554.86,2388.0,9069.28,1.3,47.03,522.57,2387.97,8145.29,8.3834,0.03,390,2388,100.0,39.05,23.4471,0.0743494423791821,249
21,-0.0017,-0.0003,100.0,518.67,642.06,1586.3,1404.78,14.62,21.61,554.92,2387.99,9057.93,1.3,47.54,522.5,2388.04,8146.57,8.3805,0.03,391,2388,100.0,39.08,23.424,0.0780669144981412,248
22,0.0014,-0.0002,100.0,518.67,642.47,1584.7,1395.19,14.62,21.61,554.72,2387.98,9061.59,1.3,47.27,522.2,2388.0,8145.59,8.386,0.03,391,2388,100.0,39.1,23.3743,0.0817843866171003,247
23,0.0052,-0.0001,100.0,518.67,641.55,1578.74,1395.81,14.62,21.61,554.44,2388.03,9070.29,1.3,47.25,522.71,2387.96,8145.23,8.3843,0.03,392,2388,100.0,39.07,23.4136,0.0855018587360594,246
24,0.0002,0.0002,100.0,518.67,642.45,1584.17,1400.08,14.62,21.61,554.84,2387.97,9068.58,1.3,47.09,522.73,2388.02,8147.83,8.3898,0.03,393,2388,100.0,39.21,23.4466,0.0892193308550185,245
25,0.0026,-0.0005,100.0,518.67,642.04,1582.54,1396.16,14.62,21.6,554.03,2387.98,9067.01,1.3,47.15,522.69,2387.95,8150.71,8.4479,0.03,389,2388,100.0,38.95,23.4454,0.0929368029739776,244
26,0.0012,0.0,100.0,518.67,641.96,1579.07,1397.86,14.62,21.6,555.07,2388.03,9065.24,1.3,47.23,522.57,2387.98,8150.12,8.377,0.03,390,2388,100.0,39.23,23.4662,0.0966542750929368,243
27,-0.0001,-0.0002,100.0,518.67,641.5,1576.39,1386.39,14.62,21.61,554.95,2387.99,9073.47,1.3,47.3,522.21,2387.98,8150.28,8.3744,0.03,392,2388,100.0,39.14,23.4977,0.1003717472118959,242
28,-0.0015,-0.0005,100.0,518.67,642.26,1580.18,1398.69,14.62,21.61,555.15,2388.02,9070.52,1.3,46.91,522.59,2388.0,8151.0,8.4019,0.03,391,2388,100.0,38.99,23.4458,0.104089219330855,241
29,0.0037,-0.0005,100.0,518.67,642.29,1581.84,1393.69,14.62,21.61,554.98,2387.97,9071.15,1.3,47.21,522.25,2387.96,8151.48,8.3992,0.03,392,2388,100.0,39.15,23.292,0.1078066914498141,240
30,0.0007,-0.0004,100.0,518.67,642.38,1583.22,1401.5,14.62,21.61,555.07,2387.96,9068.82,1.3,47.12,521.99,2388.0,8154.16,8.3898,0.03,392,2388,100.0,39.25,23.3662,0.1115241635687732,239
31,-0.0014,-0.0003,100.0,518.67,642.42,1586.05,1402.78,14.62,21.61,554.75,2387.94,9066.44,1.3,47.1,522.39,2387.95,8152.8,8.4124,0.03,390,2388,100.0,38.91,23.4121,0.1152416356877323,238
32,0.0043,-0.0001,100.0,518.67,642.5,1582.91,1393.81,14.62,21.61,554.16,2388.0,9064.16,1.3,47.27,522.39,2387.97,8149.24,8.4131,0.03,393,2388,100.0,39.06,23.4883,0.1189591078066914,237
33,0.0017,-0.0002,100.0,518.67,642.15,1583.4,1393.66,14.62,21.61,554.41,2387.99,9065.1,1.3,47.26,522.31,2387.99,8148.82,8.3916,0.03,391,2388,100.0,39.02,23.4763,0.1226765799256505,236
34,0.0017,-0.0,100.0,518.67,642.2,1585.34,1390.28,14.62,21.61,554.85,2387.95,9075.64,1.3,46.98,522.85,2388.02,8147.72,8.3801,0.03,391,2388,100.0,39.01,23.4229,0.1263940520446096,235
35,0.0039,0.0001,100.0,518.67,641.53,1582.02,1405.62,14.62,21.61,554.1,2388.06,9071.0,1.3,47.16,522.45,2387.99,8149.99,8.407,0.03,391,2388,100.0,39.1,23.3489,0.1301115241635687,234
36,-0.0032,0.0001,100.0,518.67,641.53,1582.98,1403.22,14.62,21.61,554.45,2387.96,9075.27,1.3,47.2,522.66,2388.01,8143.12,8.4014,0.03,392,2388,100.0,39.11,23.4483,0.1338289962825278,233
37,-0.0011,0.0001,100.0,518.67,642.34,1580.11,1391.79,14.62,21.61,554.77,2387.99,9064.35,1.3,47.19,522.83,2387.97,8152.83,8.382,0.03,393,2388,100.0,38.93,23.404,0.137546468401487,232
38,0.002,-0.0002,100.0,518.67,642.47,1588.18,1398.9,14.62,21.61,554.18,2387.98,9071.8,1.3,47.17,522.59,2387.96,8150.91,8.3583,0.03,390,2388,100.0,38.93,23.383,0.1412639405204461,231
39,-0.0,-0.0002,100.0,518.67,641.66,1581.32,1398.53,14.62,21.61,554.66,2387.96,9067.85,1.3,47.42,522.52,2388.01,8151.51,8.4174,0.03,393,2388,100.0,38.95,23.4242,0.1449814126394052,230
40,0.0001,-0.0002,100.0,518.67,642.32,1583.9,1399.86,14.62,21.61,555.32,2387.97,9069.92,1.3,47.22,522.26,2387.97,8151.37,8.4104,0.03,393,2388,100.0,39.03,23.35,0.1486988847583643,229
41,0.0011,-0.0001,100.0,518.67,642.1,1592.24,1395.85,14.62,21.61,554.29,2387.99,9064.75,1.3,47.29,522.65,2387.96,8150.53,8.3706,0.03,392,2388,100.0,39.23,23.49,0.1524163568773234,228
42,0.0001,-0.0002,100.0,518.67,642.09,1583.38,1397.08,14.62,21.61,554.31,2387.98,9074.69,1.3,47.29,522.65,2387.99,8148.6,8.3761,0.03,391,2388,100.0,39.06,23.4551,0.1561338289962825,227
43,-0.0015,-0.0004,100.0,518.67,642.24,1578.65,1394.54,14.62,21.61,554.91,2387.96,9068.63,1.3,47.07,522.92,2387.99,8147.48,8.3647,0.03,393,2388,100.0,39.02,23.4336,0.1598513011152416,226
44,-0.0011,-0.0001,100.0,518.67,642.03,1586.58,1393.38,14.62,21.61,554.97,2388.0,9070.01,1.3,47.16,522.64,2388.02,8148.66,8.4071,0.03,391,2388,100.0,39.07,23.537,0.1635687732342007,225
45,0.0028,0.0004,100.0,518.67,641.72,1584.58,1398.71,14.62,21.6,554.65,2388.0,9067.2,1.3,47.38,522.8,2388.04,8150.23,8.4035,0.03,392,2388,100.0,39.14,23.405,0.1672862453531598,224
46,-0.0023,-0.0003,100.0,518.67,642.69,1575.07,1400.11,14.62,21.6,554.21,2388.01,9074.29,1.3,47.17,522.47,2388.0,8152.48,8.4102,0.03,389,2388,100.0,39.03,23.332,0.1710037174721189,223
47,0.0002,-0.0002,100.0,518.67,641.96,1578.15,1401.08,14.62,21.61,554.31,2387.99,9083.13,1.3,47.27,522.29,2387.98,8149.63,8.41,0.03,391,2388,100.0,38.88,23.5367,0.174721189591078,222
48,0.0037,0.0,100.0,518.67,642.12,1587.99,1393.91,14.62,21.61,554.46,2387.98,9076.88,1.3,47.17,522.21,2387.95,8150.26,8.4311,0.03,392,2388,100.0,39.07,23.41,0.1784386617100371,221
49,0.0004,-0.0004,100.0,518.67,642.32,1586.76,1393.53,14.62,21.61,554.78,2387.95,9068.57,1.3,47.08,522.42,2387.92,8154.79,8.3619,0.03,391,2388,100.0,38.92,23.3351,0.1821561338289963,220
50,-0.0011,-0.0001,100.0,518.67,642.39,1587.38,1396.38,14.62,21.61,554.72,2388.04,9073.36,1.3,47.3,521.6,2388.02,8146.66,8.4412,0.03,391,2388,100.0,39.08,23.3353,0.1858736059479553,219
51,-0.0037,0.0,100.0,518.67,642.05,1587.69,1394.46,14.62,21.61,554.37,2388.0,9064.25,1.3,47.27,522.66,2387.98,8147.65,8.4062,0.03,392,2388,100.0,39.1,23.4776,0.1895910780669145,218
52,0.0006,-0.0,100.0,518.67,641.98,1585.45,1393.17,14.62,21.61,554.01,2388.0,9067.34,1.3,47.04,522.74,2387.98,8149.51,8.3893,0.03,391,2388,100.0,39.06,23.4065,0.1933085501858736,217
53,0.0008,0.0001,100.0,518.67,642.19,1583.91,1395.12,14.62,21.61,555.71,2387.95,9071.85,1.3,47.03,522.22,2388.03,8149.13,8.3624,0.03,391,2388,100.0,38.93,23.4389,0.1970260223048327,216
54,-0.0023,0.0005,100.0,518.67,642.49,1578.49,1398.16,14.62,21.61,554.34,2387.98,9060.54,1.3,47.25,523.32,2388.02,8151.6,8.4014,0.03,391,2388,100.0,38.98,23.3483,0.2007434944237918,215
55,-0.0004,-0.0005,100.0,518.67,642.37,1583.47,1397.57,14.62,21.61,554.02,2387.99,9070.2,1.3,47.16,522.54,2387.99,8151.72,8.3764,0.03,392,2388,100.0,39.02,23.3677,0.2044609665427509,214
56,-0.0016,0.0003,100.0,518.67,642.23,1584.08,1401.44,14.62,21.61,554.8,2388.04,9069.67,1.3,47.21,522.57,2387.99,8151.91,8.4398,0.03,392,2388,100.0,38.98,23.282,0.20817843866171,213
57,-0.0002,0.0001,100.0,518.67,642.58,1581.39,1398.74,14.62,21.6,554.14,2387.92,9069.56,1.3,47.41,522.32,2388.01,8152.02,8.3808,0.03,390,2388,100.0,38.89,23.3579,0.2118959107806691,212
58,-0.0008,0.0004,100.0,518.67,642.34,1584.29,1399.96,14.62,21.61,554.37,2387.92,9068.85,1.3,47.24,522.37,2387.99,8151.95,8.3663,0.03,392,2388,100.0,39.04,23.3233,0.2156133828996282,211
59,0.001,0.0005,100.0,518.67,641.7,1580.79,1390.12,14.62,21.6,554.52,2388.0,9070.53,1.3,46.97,523.0,2387.99,8154.53,8.4049,0.03,392,2388,100.0,38.94,23.4212,0.2193308550185873,210
60,-0.0008,-0.0005,100.0,518.67,642.33,1585.89,1393.79,14.62,21.61,554.18,2388.01,9063.45,1.3,47.35,522.58,2387.98,8146.18,8.418,0.03,391,2388,100.0,38.9,23.4792,0.2230483271375464,209
61,-0.0024,0.0001,100.0,518.67,642.84,1585.08,1396.86,14.62,21.61,555.07,2387.96,9070.69,1.3,47.04,522.42,2388.05,8150.82,8.3933,0.03,391,2388,100.0,39.06,23.3491,0.2267657992565055,208
62,0.0025,-0.0001,100.0,518.67,642.1,1586.02,1398.27,14.62,21.61,554.48,2388.0,9068.4,1.3,47.29,522.81,2388.04,8152.06,8.3912,0.03,392,2388,100.0,38.82,23.3562,0.2304832713754646,207
63,0.003,0.0003,100.0,518.67,642.0,1584.51,1394.84,14.62,21.61,554.23,2387.99,9073.73,1.3,47.16,522.77,2387.99,8147.13,8.3701,0.03,392,2388,100.0,39.04,23.4038,0.2342007434944238,206
64,0.0001,-0.0002,100.0,518.67,642.3,1583.63,1401.4,14.62,21.61,554.46,2387.97,9068.97,1.3,47.22,522.43,2387.94,8153.59,8.3707,0.03,390,2388,100.0,39.23,23.4592,0.2379182156133829,205
65,0.0006,-0.0001,100.0,518.67,642.1,1579.35,1401.13,14.62,21.61,555.35,2388.0,9071.06,1.3,47.13,522.49,2388.04,8144.99,8.3987,0.03,392,2388,100.0,38.95,23.4566,0.241635687732342,204
66,0.005,0.0004,100.0,518.67,641.67,1580.41,1404.09,14.62,21.6,554.75,2387.97,9071.18,1.3,47.27,522.4,2387.98,8153.16,8.411,0.03,392,2388,100.0,39.12,23.3421,0.2453531598513011,203
67,0.0005,-0.0004,100.0,518.67,642.05,1585.54,1401.72,14.62,21.61,554.54,2388.01,9065.54,1.3,47.22,522.84,2388.02,8149.84,8.3995,0.03,391,2388,100.0,38.97,23.3898,0.2490706319702602,202
68,-0.0018,0.0001,100.0,518.67,642.82,1590.0,1395.4,14.62,21.61,554.11,2388.02,9065.24,1.3,47.12,522.3,2387.99,8148.51,8.4089,0.03,393,2388,100.0,38.98,23.4449,0.2527881040892193,201
69,-0.0017,-0.0002,100.0,518.67,641.99,1578.78,1395.88,14.62,21.61,553.93,2388.01,9066.53,1.3,47.22,522.23,2388.04,8157.53,8.4238,0.03,391,2388,100.0,38.96,23.4106,0.2565055762081784,200
70,0.0009,-0.0004,100.0,518.67,642.56,1584.9,1393.54,14.62,21.61,554.44,2387.95,9069.72,1.3,47.35,522.41,2387.98,8151.94,8.4224,0.03,392,2388,100.0,38.95,23.4082,0.2602230483271375,199
71,0.0011,0.0004,100.0,518.67,642.23,1583.99,1397.25,14.62,21.61,554.59,2388.01,9068.08,1.3,47.06,522.34,2387.98,8148.4,8.3678,0.03,393,2388,100.0,39.16,23.4075,0.2639405204460966,198
72,0.0036,-0.0003,100.0,518.67,642.21,1592.24,1396.39,14.62,21.61,554.41,2387.99,9078.62,1.3,47.18,522.82,2388.01,8153.03,8.3882,0.03,393,2388,100.0,39.09,23.4088,0.2676579925650557,197
73,-0.0012,-0.0002,100.0,518.67,642.62,1584.76,1399.93,14.62,21.61,554.33,2388.01,9069.95,1.3,47.18,522.23,2388.02,8157.24,8.4014,0.03,391,2388,100.0,39.04,23.4313,0.2713754646840148,196
74,-0.005,-0.0002,100.0,518.67,642.35,1585.94,1399.28,14.62,21.6,553.88,2388.06,9070.75,1.3,47.27,522.05,2388.04,8155.62,8.4304,0.03,393,2388,100.0,38.87,23.3381,0.275092936802974,195
75,0.0011,-0.0004,100.0,518.67,641.65,1583.81,1400.27,14.62,21.61,554.21,2387.98,9070.79,1.3,47.19,521.91,2387.96,8149.89,8.3953,0.03,392,2388,100.0,39.13,23.354,0.2788104089219331,194
76,0.0014,0.0005,100.0,518.67,641.96,1581.22,1399.19,14.62,21.61,554.68,2388.0,9073.69,1.3,47.22,522.95,2387.99,8148.6,8.3933,0.03,390,2388,100.0,39.12,23.4011,0.2825278810408922,193
77,-0.0016,-0.0001,100.0,518.67,642.27,1586.52,1394.9,14.62,21.61,554.96,2387.96,9068.61,1.3,47.22,522.24,2388.01,8149.79,8.3923,0.03,392,2388,100.0,39.11,23.4876,0.2862453531598513,192
78,0.0011,-0.0005,100.0,518.67,642.44,1586.18,1399.21,14.62,21.61,554.56,2387.99,9067.94,1.3,47.15,522.73,2387.98,8146.48,8.4144,0.03,391,2388,100.0,38.95,23.4748,0.2899628252788104,191
79,-0.0004,-0.0001,100.0,518.67,642.31,1578.85,1389.05,14.62,21.61,553.72,2388.01,9068.57,1.3,47.17,522.29,2388.01,8149.91,8.3491,0.03,390,2388,100.0,39.0,23.3794,0.2936802973977695,190
80,-0.0032,0.0003,100.0,518.67,642.45,1579.61,1398.28,14.62,21.61,554.04,2387.94,9074.4,1.3,47.31,522.28,2387.99,8153.31,8.3668,0.03,391,2388,100.0,39.08,23.3416,0.2973977695167286,189
81,0.0009,-0.0005,100.0,518.67,641.82,1587.08,1398.64,14.62,21.61,554.22,2388.0,9071.88,1.3,47.31,522.54,2388.0,8152.04,8.4091,0.03,392,2388,100.0,39.13,23.4205,0.3011152416356877,188
82,-0.0001,-0.0001,100.0,518.67,642.01,1582.09,1401.42,14.62,21.61,554.64,2387.98,9070.83,1.3,47.3,522.24,2387.99,8155.22,8.4149,0.03,391,2388,100.0,38.99,23.3619,0.3048327137546468,187
83,0.0018,-0.0003,100.0,518.67,641.88,1580.67,1398.19,14.62,21.61,554.34,2387.99,9070.09,1.3,47.06,522.1,2387.99,8150.43,8.3854,0.03,392,2388,100.0,38.92,23.4139,0.3085501858736059,186
84,-0.0018,0.0001,100.0,518.67,642.14,1584.85,1401.45,14.62,21.61,555.08,2388.03,9071.4,1.3,47.38,522.5,2387.99,8149.51,8.4182,0.03,392,2388,100.0,39.08,23.3479,0.312267657992565,185
85,0.0015,-0.0003,100.0,518.67,642.14,1588.91,1396.65,14.62,21.61,554.28,2388.02,9070.22,1.3,47.19,522.44,2387.99,8150.22,8.3498,0.03,392,2388,100.0,38.89,23.4227,0.3159851301115242,184
86,0.0017,-0.0002,100.0,518.67,642.01,1584.7,1395.71,14.62,21.6,554.44,2388.02,9066.84,1.3,47.34,522.48,2387.97,8155.82,8.3974,0.03,392,2388,100.0,39.11,23.3245,0.3197026022304832,183
87,-0.0001,-0.0005,100.0,518.67,641.76,1588.41,1395.37,14.62,21.61,553.91,2387.95,9065.96,1.3,47.28,522.36,2388.01,8151.66,8.4119,0.03,391,2388,100.0,39.03,23.4208,0.3234200743494423,182
88,0.0014,-0.0005,100.0,518.67,641.88,1586.12,1404.09,14.62,21.61,554.05,2387.99,9070.75,1.3,47.13,522.2,2387.96,8151.11,8.3982,0.03,390,2388,100.0,38.97,23.3995,0.3271375464684015,181
89,-0.0028,0.0003,100.0,518.67,642.09,1582.47,1391.75,14.62,21.61,554.51,2387.95,9068.43,1.3,47.15,522.3,2388.02,8153.09,8.4046,0.03,393,2388,100.0,39.02,23.4602,0.3308550185873606,180
90,0.0025,0.0001,100.0,518.67,642.35,1589.1,1397.26,14.62,21.61,554.5,2387.97,9068.22,1.3,47.35,522.67,2388.04,8151.15,8.4105,0.03,392,2388,100.0,39.06,23.3707,0.3345724907063197,179
91,-0.0052,-0.0001,100.0,518.67,642.24,1593.06,1396.91,14.62,21.61,554.73,2387.99,9068.37,1.3,47.17,522.56,2388.01,8145.85,8.3777,0.03,392,2388,100.0,39.0,23.3249,0.3382899628252788,178
92,-0.0015,-0.0002,100.0,518.67,642.16,1582.48,1396.17,14.62,21.61,554.5,2387.93,9073.02,1.3,47.11,522.32,2387.9,8151.99,8.4073,0.03,391,2388,100.0,39.04,23.459,0.3420074349442379,177
93,-0.0028,0.0001,100.0,518.67,642.26,1582.77,1397.09,14.62,21.61,554.64,2387.99,9073.2,1.3,47.1,522.35,2388.03,8147.6,8.4404,0.03,391,2388,100.0,39.16,23.4096,0.345724907063197,176
94,0.0021,-0.0003,100.0,518.67,642.59,1590.81,1393.47,14.62,21.61,554.64,2387.98,9070.62,1.3,47.25,522.09,2388.04,8150.41,8.3987,0.03,392,2388,100.0,38.91,23.3018,0.3494423791821561,175
95,0.0002,0.0001,100.0,518.67,641.94,1582.15,1403.49,14.62,21.61,554.74,2388.02,9063.06,1.3,47.17,522.58,2388.01,8156.76,8.4119,0.03,393,2388,100.0,39.01,23.4128,0.3531598513011152,174
96,0.0004,-0.0001,100.0,518.67,642.27,1582.81,1398.3,14.62,21.61,554.17,2387.99,9072.52,1.3,47.26,522.24,2387.98,8149.02,8.3993,0.03,391,2388,100.0,38.95,23.3233,0.3568773234200743,173
97,-0.0029,0.0004,100.0,518.67,641.98,1590.97,1401.13,14.62,21.61,553.87,2387.98,9074.18,1.3,47.32,522.24,2388.02,8152.96,8.4116,0.03,391,2388,100.0,38.91,23.4779,0.3605947955390334,172
98,0.0028,-0.0002,100.0,518.67,641.8,1588.74,1393.84,14.62,21.61,553.94,2388.02,9073.09,1.3,47.18,521.8,2387.99,8156.57,8.3762,0.03,391,2388,100.0,39.12,23.3943,0.3643122676579926,171
99,-0.0012,-0.0002,100.0,518.67,642.47,1583.36,1396.59,14.62,21.6,554.51,2388.05,9068.95,1.3,47.15,521.95,2388.02,8156.93,8.4188,0.03,391,2388,100.0,38.9,23.4736,0.3680297397769517,170
100,-0.0027,-0.0003,100.0,518.67,641.75,1584.96,1392.33,14.62,21.61,554.33,2387.97,9074.88,1.3,47.07,522.55,2388.01,8148.8,8.3827,0.03,391,2388,100.0,38.82,23.447,0.3717472118959107,169
101,0.0004,-0.0002,100.0,518.67,642.43,1584.82,1401.57,14.62,21.61,554.77,2387.92,9068.34,1.3,47.16,522.79,2388.04,8153.85,8.4162,0.03,392,2388,100.0,38.97,23.3802,0.3754646840148699,168
102,0.0027,-0.0002,100.0,518.67,642.08,1585.25,1395.81,14.62,21.61,554.79,2387.95,9066.6,1.3,47.15,522.28,2388.0,8152.81,8.4368,0.03,393,2388,100.0,39.0,23.4634,0.379182156133829,167
103,0.0027,-0.0003,100.0,518.67,642.23,1583.05,1396.7,14.62,21.61,554.85,2388.0,9074.45,1.3,47.29,522.33,2388.02,8149.31,8.4026,0.03,394,2388,100.0,39.07,23.3238,0.3828996282527881,166
104,-0.0001,-0.0002,100.0,518.67,641.6,1597.15,1401.97,14.62,21.61,554.45,2388.04,9071.92,1.3,47.25,522.28,2387.99,8156.09,8.3877,0.03,391,2388,100.0,39.1,23.439,0.3866171003717472,165
105,0.0034,-0.0001,100.0,518.67,642.17,1579.6,1402.99,14.62,21.6,554.79,2388.03,9078.69,1.3,47.03,522.72,2387.99,8154.15,8.4014,0.03,390,2388,100.0,38.94,23.3443,0.3903345724907063,164
106,0.0022,-0.0,100.0,518.67,642.11,1588.84,1392.62,14.62,21.61,554.66,2387.97,9069.42,1.3,47.06,521.69,2387.98,8155.34,8.4471,0.03,391,2388,100.0,39.07,23.3307,0.3940520446096654,163
107,-0.0009,0.0002,100.0,518.67,642.28,1584.0,1396.75,14.62,21.61,555.11,2387.97,9078.32,1.3,47.47,522.29,2388.0,8153.71,8.4161,0.03,391,2388,100.0,39.0,23.3655,0.3977695167286245,162
108,-0.0004,0.0002,100.0,518.67,642.08,1589.53,1402.59,14.62,21.61,554.31,2388.06,9072.64,1.3,47.3,522.25,2388.04,8154.24,8.4265,0.03,391,2388,100.0,38.88,23.5066,0.4014869888475836,161
109,0.0012,0.0002,100.0,518.67,642.39,1590.83,1400.24,14.62,21.61,554.22,2388.01,9068.12,1.3,47.27,522.03,2387.99,8156.17,8.4053,0.03,391,2388,100.0,39.02,23.417,0.4052044609665427,160
110,0.003,-0.0005,100.0,518.67,642.11,1585.03,1403.96,14.62,21.61,554.12,2388.0,9073.4,1.3,47.12,522.16,2387.99,8157.2,8.3865,0.03,392,2388,100.0,38.99,23.3371,0.4089219330855018,159
111,0.0008,-0.0001,100.0,518.67,642.43,1585.12,1401.0,14.62,21.61,554.49,2388.03,9071.53,1.3,47.33,522.07,2388.0,8156.63,8.3844,0.03,391,2388,100.0,38.77,23.299,0.4126394052044609,158
112,0.0035,0.0,100.0,518.67,642.62,1585.51,1402.23,14.62,21.61,553.67,2388.01,9067.8,1.3,47.49,522.44,2387.96,8153.68,8.4227,0.03,392,2388,100.0,38.87,23.4174,0.4163568773234201,157
113,-0.0047,-0.0005,100.0,518.67,642.31,1586.4,1395.08,14.62,21.61,554.18,2387.95,9069.21,1.3,47.24,521.9,2387.99,8151.75,8.3868,0.03,392,2388,100.0,39.11,23.4642,0.4200743494423792,156
114,0.0023,-0.0004,100.0,518.67,641.99,1589.25,1397.6,14.62,21.61,554.46,2388.02,9078.1,1.3,47.33,522.8,2387.97,8155.91,8.4143,0.03,392,2388,100.0,39.08,23.317,0.4237918215613382,155
115,-0.0003,0.0,100.0,518.67,642.43,1582.44,1396.91,14.62,21.61,554.36,2388.0,9065.8,1.3,47.31,522.4,2388.02,8151.07,8.4123,0.03,391,2388,100.0,38.92,23.346,0.4275092936802974,154
116,0.0029,-0.0003,100.0,518.67,641.54,1585.93,1408.15,14.62,21.61,554.75,2388.02,9068.07,1.3,47.29,522.51,2388.03,8152.11,8.4186,0.03,394,2388,100.0,38.92,23.4692,0.4312267657992565,153
117,0.0002,0.0001,100.0,518.67,642.24,1585.89,1401.63,14.62,21.61,554.8,2388.07,9077.67,1.3,47.05,522.33,2388.05,8147.16,8.4044,0.03,392,2388,100.0,38.88,23.3562,0.4349442379182156,152
118,-0.0023,0.0004,100.0,518.67,642.62,1591.91,1399.28,14.62,21.61,554.79,2388.06,9069.91,1.3,47.24,522.47,2387.99,8154.0,8.3939,0.03,391,2388,100.0,39.05,23.4307,0.4386617100371747,151
